@@@Starting_Logging: /sdcard/study/logMoMa_20180313_174618_MoMa_4_data.csv

 ###START,0,0,4
49425,*Target 0,100.6614,90.876366,*Target 1,217.10005,92.87248,*Target 2,325.87637,64.33859,*Target 3,92.87248,182.89995,*Target 4,300.39996,189.62752,*Target 5,64.3386,309.12363,*Target 6,189.62752,334.60004,*Target 7,309.12363,335.6614,*CURSOR XY ,193.85266,200.38779,*HEAD,0.66268784,0.041915894,
49447,*Target 0,101.19652,89.60214,*Target 1,216.3429,94.02865,*Target 2,324.60214,63.803482,*Target 3,94.028656,183.6571,*Target 4,301.1571,188.47134,*Target 5,63.803486,310.39786,*Target 6,188.47136,333.8429,*Target 7,310.39786,336.1965,*CURSOR XY ,193.95514,200.4185,*HEAD,0.6515122,0.04522705,
49466,*Target 0,101.58689,88.47416,*Target 1,215.62605,94.98305,*Target 2,323.47415,63.413105,*Target 3,94.983055,184.37395,*Target 4,301.87396,187.51695,*Target 5,63.41311,311.52585,*Target 6,187.51695,333.12604,*Target 7,311.52585,336.58688,*CURSOR XY ,194.09128,200.37102,*HEAD,0.6369532,0.040100098,
49485,*Target 0,101.90929,87.32489,*Target 1,214.85355,95.89298,*Target 2,322.3249,63.09071,*Target 3,95.89299,185.14645,*Target 4,302.64645,186.60701,*Target 5,63.090714,312.6751,*Target 6,186.60701,332.35355,*Target 7,312.6751,336.9093,*CURSOR XY ,194.28412,200.24725,*HEAD,0.6165228,0.02671814,
49505,*Target 0,102.17394,86.09665,*Target 1,213.98329,96.79922,*Target 2,321.09665,62.826054,*Target 3,96.799225,186.01672,*Target 4,303.51672,185.70078,*Target 5,62.826054,313.90335,*Target 6,185.70078,331.48328,*Target 7,313.90335,337.17395,*CURSOR XY ,194.44217,200.11484,*HEAD,0.59986615,0.012420654,
49524,*Target 0,102.35346,84.9166,*Target 1,213.10538,97.607925,*Target 2,319.9166,62.646534,*Target 3,97.607925,186.89464,*Target 4,304.39465,184.89207,*Target 5,62.646534,315.0834,*Target 6,184.89207,330.60535,*Target 7,315.0834,337.35345,*CURSOR XY ,194.72878,199.9862,*HEAD,0.5693207,-0.0014953613,
49543,*Target 0,102.462265,83.72794,*Target 1,212.18077,98.362816,*Target 2,318.72794,62.53773,*Target 3,98.362816,187.81924,*Target 4,305.31924,184.13718,*Target 5,62.53773,316.27206,*Target 6,184.13718,329.68076,*Target 7,316.27206,337.46228,*CURSOR XY ,194.8846,200.16884,*HEAD,0.55192304,0.018249512,
49562,*Target 0,102.49997,82.53491,*Target 1,211.21278,99.0612,*Target 2,317.5349,62.50003,*Target 3,99.06121,188.78722,*Target 4,306.28723,183.43878,*Target 5,62.50003,317.46512,*Target 6,183.43878,328.71277,*Target 7,317.46512,337.49997,*CURSOR XY ,195.00916,200.37521,*HEAD,0.53785056,0.040542603,
49582,*Target 0,102.46269,81.27904,*Target 1,210.15077,99.73258,*Target 2,316.27902,62.537304,*Target 3,99.73259,189.84924,*Target 4,307.34924,182.76741,*Target 5,62.537308,318.72098,*Target 6,182.76741,327.65076,*Target 7,318.72098,337.4627,*CURSOR XY ,194.97086,200.70772,*HEAD,0.541005,0.07647705,
49601,*Target 0,102.35431,80.09034,*Target 1,209.10469,100.307434,*Target 2,315.09033,62.645695,*Target 3,100.307434,190.89532,*Target 4,308.39532,182.19257,*Target 5,62.6457,319.9097,*Target 6,182.19255,326.60468,*Target 7,319.9097,337.3543,*CURSOR XY ,195.11224,200.48816,*HEAD,0.5264034,0.052749634,
