@@@Starting_Logging: /Users/ian/Desktop/MoMa/MoMaPlusPlus/VRPlus_V1/data/logMoMa_20180319_174539_Dwell_1_raw.csv
14657,CURSOR XY ,400.0,400.0
14675,CURSOR XY ,400.0,400.0
14692,CURSOR XY ,400.0,400.0
14709,CURSOR XY ,400.0,400.0
14726,CURSOR XY ,400.0,400.0
14742,CURSOR XY ,400.0,400.0
14759,CURSOR XY ,400.0,400.0
14776,CURSOR XY ,400.0,400.0
14792,CURSOR XY ,400.0,400.0
14808,CURSOR XY ,400.0,400.0
14825,CURSOR XY ,400.0,400.0
14842,CURSOR XY ,400.0,400.0
14858,CURSOR XY ,400.0,400.0
14875,CURSOR XY ,400.0,400.0
14892,CURSOR XY ,400.0,400.0
14908,CURSOR XY ,400.0,400.0
14925,CURSOR XY ,400.0,400.0
14942,CURSOR XY ,400.0,400.0
14958,CURSOR XY ,400.0,400.0
14975,CURSOR XY ,400.0,400.0
14992,CURSOR XY ,400.0,400.0
15008,CURSOR XY ,400.0,400.0
15025,CURSOR XY ,400.0,400.0
15042,CURSOR XY ,400.0,400.0
15059,CURSOR XY ,400.0,400.0
15075,CURSOR XY ,400.0,400.0
15092,CURSOR XY ,400.0,400.0
15109,CURSOR XY ,400.0,400.0
15127,CURSOR XY ,400.0,400.0
15143,CURSOR XY ,400.0,400.0
15159,CURSOR XY ,400.0,400.0
15176,CURSOR XY ,400.0,400.0
15192,CURSOR XY ,400.0,400.0
15209,CURSOR XY ,400.0,400.0
15225,CURSOR XY ,400.0,400.0
15243,CURSOR XY ,400.0,400.0
15260,CURSOR XY ,400.0,400.0
15276,CURSOR XY ,400.0,400.0
15293,CURSOR XY ,400.0,400.0
15310,CURSOR XY ,400.0,400.0
15326,CURSOR XY ,400.0,400.0
15341,CURSOR XY ,400.0,400.0
15359,CURSOR XY ,400.0,400.0
15375,CURSOR XY ,400.0,400.0
15391,CURSOR XY ,400.0,400.0
15408,CURSOR XY ,400.0,400.0
15426,CURSOR XY ,400.0,400.0
15443,CURSOR XY ,400.0,400.0
15460,CURSOR XY ,400.0,400.0
15477,CURSOR XY ,400.0,400.0
15494,CURSOR XY ,400.0,400.0
15510,CURSOR XY ,400.0,400.0
15528,CURSOR XY ,400.0,400.0
15544,CURSOR XY ,400.0,400.0
15562,CURSOR XY ,400.0,400.0
15579,CURSOR XY ,400.0,400.0
15597,CURSOR XY ,400.0,400.0
15614,CURSOR XY ,400.0,400.0
15631,CURSOR XY ,400.0,400.0
15649,CURSOR XY ,400.0,400.0
15665,CURSOR XY ,400.0,400.0
15684,CURSOR XY ,400.0,400.0
15701,CURSOR XY ,400.0,400.0
15718,CURSOR XY ,400.0,400.0
15736,CURSOR XY ,400.0,400.0
15754,CURSOR XY ,400.0,400.0
15770,CURSOR XY ,400.0,400.0
15789,CURSOR XY ,400.0,400.0
15806,CURSOR XY ,400.0,400.0
15822,CURSOR XY ,400.0,400.0
15841,CURSOR XY ,400.0,400.0
15859,CURSOR XY ,400.0,400.0
15876,CURSOR XY ,400.0,400.0
15892,CURSOR XY ,400.0,400.0
15909,CURSOR XY ,400.0,400.0
15926,CURSOR XY ,400.0,400.0
15941,CURSOR XY ,400.0,400.0
15959,CURSOR XY ,400.0,400.0
15976,CURSOR XY ,400.0,400.0
15993,CURSOR XY ,400.0,400.0
16010,CURSOR XY ,400.0,400.0
16025,CURSOR XY ,400.0,400.0
16042,CURSOR XY ,400.0,400.0
16059,CURSOR XY ,400.0,400.0
16076,CURSOR XY ,400.0,400.0
16093,CURSOR XY ,400.0,400.0
16110,CURSOR XY ,400.0,400.0
16126,CURSOR XY ,400.0,400.0
16142,CURSOR XY ,400.0,400.0
16159,CURSOR XY ,400.0,400.0
16176,CURSOR XY ,400.0,400.0
16193,CURSOR XY ,400.0,400.0
16210,CURSOR XY ,400.0,400.0
16227,CURSOR XY ,400.0,400.0
16244,CURSOR XY ,400.0,400.0
16262,CURSOR XY ,400.0,400.0
16282,CURSOR XY ,400.0,400.0
16301,CURSOR XY ,400.0,400.0
16318,CURSOR XY ,400.0,400.0
16334,CURSOR XY ,400.0,400.0
16351,CURSOR XY ,400.0,400.0
16368,CURSOR XY ,400.0,400.0
16385,CURSOR XY ,400.0,400.0
16403,CURSOR XY ,400.0,400.0
16421,CURSOR XY ,400.0,400.0
16440,CURSOR XY ,400.0,400.0
16457,CURSOR XY ,400.0,400.0
16476,CURSOR XY ,400.0,400.0
16493,CURSOR XY ,400.0,400.0
16509,CURSOR XY ,400.0,400.0
16525,CURSOR XY ,400.0,400.0
16542,CURSOR XY ,400.0,400.0
16559,CURSOR XY ,400.0,400.0
16576,CURSOR XY ,400.0,400.0
16593,CURSOR XY ,400.0,400.0
16608,CURSOR XY ,400.0,400.0
16625,CURSOR XY ,400.0,400.0
16643,CURSOR XY ,400.0,400.0
16659,CURSOR XY ,400.0,400.0
16678,CURSOR XY ,400.0,400.0
16696,CURSOR XY ,400.0,400.0
16716,CURSOR XY ,400.0,400.0
16734,CURSOR XY ,400.0,400.0
16753,CURSOR XY ,400.0,400.0
16771,CURSOR XY ,400.0,400.0
16788,CURSOR XY ,400.0,400.0
16805,CURSOR XY ,400.0,400.0
16824,CURSOR XY ,400.0,400.0
16843,CURSOR XY ,400.0,400.0
16860,CURSOR XY ,400.0,400.0
16877,CURSOR XY ,400.0,400.0
16893,CURSOR XY ,400.0,400.0
16909,CURSOR XY ,400.0,400.0
16926,CURSOR XY ,400.0,400.0
16943,CURSOR XY ,400.0,400.0
16959,CURSOR XY ,400.0,400.0
16976,CURSOR XY ,400.0,400.0
16993,CURSOR XY ,400.0,400.0
17009,CURSOR XY ,400.0,400.0
17026,CURSOR XY ,400.0,400.0
17043,CURSOR XY ,400.0,400.0
17059,CURSOR XY ,400.0,400.0
17077,CURSOR XY ,400.0,400.0
17096,CURSOR XY ,400.0,400.0
17116,CURSOR XY ,400.0,400.0
17135,CURSOR XY ,400.0,400.0
17155,CURSOR XY ,400.0,400.0
17174,CURSOR XY ,400.0,400.0
17193,CURSOR XY ,400.0,400.0
17211,CURSOR XY ,400.0,400.0
17227,CURSOR XY ,400.0,400.0
17244,CURSOR XY ,400.0,400.0
17260,CURSOR XY ,400.0,400.0
17277,CURSOR XY ,400.0,400.0
17294,CURSOR XY ,400.0,400.0
17310,CURSOR XY ,400.0,400.0
17327,CURSOR XY ,400.0,400.0
17344,CURSOR XY ,400.0,400.0
17360,CURSOR XY ,400.0,400.0
17377,CURSOR XY ,400.0,400.0
17394,CURSOR XY ,400.0,400.0
17410,CURSOR XY ,400.0,400.0
17426,CURSOR XY ,400.0,400.0
17443,CURSOR XY ,400.0,400.0
17460,CURSOR XY ,400.0,400.0
17476,CURSOR XY ,400.0,400.0
17493,CURSOR XY ,400.0,400.0
17510,CURSOR XY ,400.0,400.0
17526,CURSOR XY ,400.0,400.0
17544,CURSOR XY ,400.0,400.0
17560,CURSOR XY ,400.0,400.0
17576,CURSOR XY ,400.0,400.0
17593,CURSOR XY ,400.0,400.0
17610,CURSOR XY ,400.0,400.0
17626,CURSOR XY ,400.0,400.0
17644,CURSOR XY ,400.0,400.0
17660,CURSOR XY ,400.0,400.0
17676,CURSOR XY ,400.0,400.0
17693,CURSOR XY ,400.0,400.0
17710,CURSOR XY ,400.0,400.0
17726,CURSOR XY ,400.0,400.0
17743,CURSOR XY ,400.0,400.0
17761,CURSOR XY ,400.0,400.0
17777,CURSOR XY ,400.0,400.0
17794,CURSOR XY ,400.0,400.0
17811,CURSOR XY ,400.0,400.0
17827,CURSOR XY ,400.0,400.0
17843,CURSOR XY ,400.0,400.0
17860,CURSOR XY ,400.0,400.0
17877,CURSOR XY ,400.0,400.0
17893,CURSOR XY ,400.0,400.0
17911,CURSOR XY ,400.0,400.0
17927,CURSOR XY ,400.0,400.0
17944,CURSOR XY ,400.0,400.0
17961,CURSOR XY ,400.0,400.0
17977,CURSOR XY ,400.0,400.0
17994,CURSOR XY ,400.0,400.0
18011,CURSOR XY ,400.0,400.0
18028,CURSOR XY ,400.0,400.0
18044,CURSOR XY ,400.0,400.0
18061,CURSOR XY ,400.0,400.0
18077,CURSOR XY ,400.0,400.0
18093,CURSOR XY ,400.0,400.0
18110,CURSOR XY ,400.0,400.0
18127,CURSOR XY ,400.0,400.0
18143,CURSOR XY ,400.0,400.0
18160,CURSOR XY ,400.0,400.0
18177,CURSOR XY ,400.0,400.0
18193,CURSOR XY ,400.0,400.0
18210,CURSOR XY ,400.0,400.0
18229,CURSOR XY ,400.0,400.0
18248,CURSOR XY ,400.0,400.0
18268,CURSOR XY ,400.0,400.0
18284,CURSOR XY ,400.0,400.0
18304,CURSOR XY ,400.0,400.0
18320,CURSOR XY ,400.0,400.0
18339,CURSOR XY ,400.0,400.0
18358,CURSOR XY ,400.0,400.0
18377,CURSOR XY ,400.0,400.0
18394,CURSOR XY ,400.0,400.0
18411,CURSOR XY ,400.0,400.0
18427,CURSOR XY ,400.0,400.0
18443,CURSOR XY ,400.0,400.0
18460,CURSOR XY ,400.0,400.0
18478,CURSOR XY ,400.0,400.0
18498,CURSOR XY ,400.0,400.0
18517,CURSOR XY ,400.0,400.0
18537,CURSOR XY ,400.0,400.0
18555,CURSOR XY ,400.0,400.0
18575,CURSOR XY ,400.0,400.0
18593,CURSOR XY ,400.0,400.0
18610,CURSOR XY ,400.0,400.0
18627,CURSOR XY ,400.0,400.0
18644,CURSOR XY ,400.0,400.0
18660,CURSOR XY ,400.0,400.0
18677,CURSOR XY ,400.0,400.0
18694,CURSOR XY ,400.0,400.0
18710,CURSOR XY ,400.0,400.0
18728,CURSOR XY ,400.0,400.0
18744,CURSOR XY ,400.0,400.0
18761,CURSOR XY ,400.0,400.0
18778,CURSOR XY ,400.0,400.0
18794,CURSOR XY ,400.0,400.0
18810,CURSOR XY ,400.0,400.0
18827,CURSOR XY ,400.0,400.0
18844,CURSOR XY ,400.0,400.0
18860,CURSOR XY ,400.0,400.0
18878,CURSOR XY ,400.0,400.0
18898,CURSOR XY ,400.0,400.0
18915,CURSOR XY ,400.0,400.0
18935,CURSOR XY ,400.0,400.0
18954,CURSOR XY ,400.0,400.0
18970,CURSOR XY ,400.0,400.0
18989,CURSOR XY ,400.0,400.0
19006,CURSOR XY ,400.0,400.0
19026,CURSOR XY ,400.0,400.0
19044,CURSOR XY ,400.0,400.0
19061,CURSOR XY ,400.0,400.0
19078,CURSOR XY ,400.0,400.0
19094,CURSOR XY ,400.0,400.0
19110,CURSOR XY ,400.0,400.0
19127,CURSOR XY ,400.0,400.0
19144,CURSOR XY ,400.0,400.0
19160,CURSOR XY ,400.0,400.0
19177,CURSOR XY ,400.0,400.0
19194,CURSOR XY ,400.0,400.0
19210,CURSOR XY ,400.0,400.0
19227,CURSOR XY ,400.0,400.0
19244,CURSOR XY ,400.0,400.0
19260,CURSOR XY ,400.0,400.0
19277,CURSOR XY ,400.0,400.0
19294,CURSOR XY ,400.0,400.0
19311,CURSOR XY ,400.0,400.0
19328,CURSOR XY ,400.0,400.0
19344,
###END,0,0,6,false,5003

###IN_COUNT_START,0,0,6,false,5003
0,0,0,0,0,0,0,0,
###IN_COUNT_END,0,0,6,false,5003

###IN_TIMES_START,0,0,6,false,5003
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
###IN_TIMES_END,0,0,6,false,5003

###OUT_COUNT_START,0,0,6,false,5003
0,0,0,0,0,0,0,0,
###OUT_COUNT_END,0,0,6,false,5003

###OUT_TIMES_START,0,0,6,false,5003
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
###OUT_TIMES_END,0,0,6,false,5003

19361,
19378,
19395,
19414,
19431,
19451,
19468,
19488,
19506,
19527,
19544,
19561,
19577,
19594,
19611,
19627,
19644,
19662,
19678,
19695,
19711,
19728,
19745,
19762,
19778,
19795,
19811,
19828,
19845,
19862,
19879,
19896,
19912,
19928,
19945,
19962,
19979,
19995,
20015,
20032,
20049,
20065,
20084,
20104,
