@@@Starting_Logging: /Users/ian/Desktop/MoMa/MoMaPlusPlus/VRPlus_V1/data/logMoMa_20180319_193343_MoMa_1_data.csv

 ###START,0,0,0
7898,*Target 0,87.53463,63.14406,*Target 1,207.30403,63.88143,*Target 2,298.14404,77.46537,*Target 3,63.88143,192.69597,*Target 4,310.19595,218.61856,*Target 5,77.46538,336.85596,*Target 6,218.61856,324.80405,*Target 7,336.85596,322.53464,*CURSOR XY ,203.0,199.0,*HEAD,NaN,0.0,
7914,*Target 0,86.55575,62.915543,*Target 1,208.23029,64.271935,*Target 2,297.91556,78.44425,*Target 3,64.271935,191.76971,*Target 4,309.2697,218.22806,*Target 5,78.44426,337.08447,*Target 6,218.22806,325.7303,*Target 7,337.08447,321.55576,*CURSOR XY ,203.0,199.0,*HEAD,NaN,0.0,
7931,*Target 0,85.50452,62.726967,*Target 1,209.19159,64.737274,*Target 2,297.72696,79.49548,*Target 3,64.737274,190.8084,*Target 4,308.3084,217.76273,*Target 5,79.49549,337.27304,*Target 6,217.76273,326.6916,*Target 7,337.27304,320.50452,*CURSOR XY ,201.0,199.0,*HEAD,NaN,0.0,
7948,*Target 0,84.44471,62.594772,*Target 1,210.1267,65.253265,*Target 2,297.5948,80.55528,*Target 3,65.25326,189.8733,*Target 4,307.3733,217.24673,*Target 5,80.5553,337.4052,*Target 6,217.24673,327.6267,*Target 7,337.4052,319.4447,*CURSOR XY ,201.0,199.0,*HEAD,NaN,0.0,
7964,*Target 0,83.44213,62.5222,*Target 1,210.98045,65.78386,*Target 2,297.52222,81.55786,*Target 3,65.78386,189.01953,*Target 4,306.51953,216.71614,*Target 5,81.55788,337.47778,*Target 6,216.71614,328.48047,*Target 7,337.47778,318.4421,*CURSOR XY ,195.0,198.0,*HEAD,NaN,0.0,
7980,*Target 0,82.437164,62.5001,*Target 1,211.80649,66.356674,*Target 2,297.5001,82.56283,*Target 3,66.356674,188.19353,*Target 4,305.6935,216.14333,*Target 5,82.56284,337.4999,*Target 6,216.14333,329.3065,*Target 7,337.4999,317.43716,*CURSOR XY ,187.0,194.0,*HEAD,NaN,0.0,
7996,*Target 0,81.432365,62.52852,*Target 1,212.60268,66.970276,*Target 2,297.5285,83.567635,*Target 3,66.970276,187.39732,*Target 4,304.8973,215.52972,*Target 5,83.56764,337.4715,*Target 6,215.52972,330.1027,*Target 7,337.4715,316.43234,*CURSOR XY ,171.0,186.0,*HEAD,NaN,0.0,
8014,*Target 0,80.305305,62.62078,*Target 1,213.46025,67.70738,*Target 2,297.6208,84.69468,*Target 3,67.70738,186.53975,*Target 4,304.03973,214.79262,*Target 5,84.69469,337.3792,*Target 6,214.79262,330.96027,*Target 7,337.3792,315.3053,*CURSOR XY ,153.0,179.0,*HEAD,NaN,0.0,
8030,*Target 0,79.30926,62.75616,*Target 1,214.18651,68.402374,*Target 2,297.75616,85.69073,*Target 3,68.40237,185.8135,*Target 4,303.3135,214.09763,*Target 5,85.69074,337.24384,*Target 6,214.09763,331.6865,*Target 7,337.24384,314.30927,*CURSOR XY ,110.0,160.0,*HEAD,NaN,0.0,
8047,*Target 0,78.25985,62.95464,*Target 1,214.91882,69.17977,*Target 2,297.95465,86.74014,*Target 3,69.17977,185.08118,*Target 4,302.58118,213.32022,*Target 5,86.74014,337.04535,*Target 6,213.32024,332.41882,*Target 7,337.04535,313.25986,*CURSOR XY ,110.0,160.0,*HEAD,NaN,0.0,
8063,*Target 0,77.283165,63.192368,*Target 1,215.56924,69.94618,*Target 2,298.19235,87.71683,*Target 3,69.94618,184.43074,*Target 4,301.93076,212.55382,*Target 5,87.71684,336.80762,*Target 6,212.55382,333.06924,*Target 7,336.80762,312.28317,*CURSOR XY ,72.0,144.0,*HEAD,NaN,0.0,
8080,*Target 0,76.259926,63.498383,*Target 1,216.2172,70.79519,*Target 2,298.49838,88.74007,*Target 3,70.79519,183.7828,*Target 4,301.2828,211.7048,*Target 5,88.740074,336.50162,*Target 6,211.7048,333.7172,*Target 7,336.50162,311.25992,*CURSOR XY ,72.0,144.0,*HEAD,NaN,0.0,
8098,*Target 0,75.19595,63.881435,*Target 1,216.85281,71.73047,*Target 2,298.88144,89.80403,*Target 3,71.73048,183.14719,*Target 4,300.6472,210.76953,*Target 5,89.80404,336.11856,*Target 6,210.76953,334.3528,*Target 7,336.11856,310.19598,*CURSOR XY ,58.0,137.0,*HEAD,NaN,0.0,
8115,*Target 0,74.21248,64.29788,*Target 1,217.40369,72.64546,*Target 2,299.29788,90.787506,*Target 3,72.64546,182.59631,*Target 4,300.0963,209.85455,*Target 5,90.78751,335.70212,*Target 6,209.85454,334.9037,*Target 7,335.70212,309.2125,*CURSOR XY ,46.0,131.0,*HEAD,NaN,0.0,
8132,*Target 0,73.25264,64.766235,*Target 1,217.9049,73.58855,*Target 2,299.76624,91.747345,*Target 3,73.58855,182.0951,*Target 4,299.5951,208.91145,*Target 5,91.74736,335.23376,*Target 6,208.91145,335.4049,*Target 7,335.23376,308.25266,*CURSOR XY ,40.0,129.0,*HEAD,NaN,0.0,
8150,*Target 0,72.26513,65.31723,*Target 1,218.37996,74.61475,*Target 2,300.31723,92.734856,*Target 3,74.61475,181.62004,*Target 4,299.12006,207.88525,*Target 5,92.734856,334.68277,*Target 6,207.88525,335.87994,*Target 7,334.68277,307.26514,*CURSOR XY ,34.0,126.0,*HEAD,NaN,0.0,
8166,*Target 0,71.41472,65.85318,*Target 1,218.75293,75.548195,*Target 2,300.85318,93.58526,*Target 3,75.5482,181.24707,*Target 4,298.74707,206.95181,*Target 5,93.58527,334.14682,*Target 6,206.9518,336.25293,*Target 7,334.14682,306.41473,*CURSOR XY ,28.0,121.0,*HEAD,NaN,0.0,
8184,*Target 0,70.491585,66.50632,*Target 1,219.11586,76.619194,*Target 2,301.5063,94.50839,*Target 3,76.61921,180.88414,*Target 4,298.38416,205.88081,*Target 5,94.50841,333.49368,*Target 6,205.8808,336.61588,*Target 7,333.4937,305.4916,*CURSOR XY ,28.0,121.0,*HEAD,NaN,0.0,
8201,*Target 0,69.65494,67.17015,*Target 1,219.40253,77.64802,*Target 2,302.17014,95.34505,*Target 3,77.648026,180.59747,*Target 4,298.09747,204.85199,*Target 5,95.34505,332.82986,*Target 6,204.85199,336.90253,*Target 7,332.82986,304.65494,*CURSOR XY ,27.0,121.0,*HEAD,NaN,0.0,
8219,*Target 0,68.80905,67.92064,*Target 1,219.64575,78.75237,*Target 2,302.92062,96.190926,*Target 3,78.75239,180.35425,*Target 4,297.85425,203.74763,*Target 5,96.19093,332.07938,*Target 6,203.74763,337.14575,*Target 7,332.07938,303.80905,*CURSOR XY ,27.0,119.0,*HEAD,NaN,0.0,
8236,*Target 0,68.05029,68.67227,*Target 1,219.8178,79.80644,*Target 2,303.67224,96.94968,*Target 3,79.80646,180.1822,*Target 4,297.68222,202.69357,*Target 5,96.94969,331.32776,*Target 6,202.69356,337.31778,*Target 7,331.32776,303.05032,*CURSOR XY ,25.0,114.0,*HEAD,NaN,0.0,
8254,*Target 0,67.29187,69.51105,*Target 1,219.93835,80.93082,*Target 2,304.51102,97.70811,*Target 3,80.93083,180.06165,*Target 4,297.56165,201.5692,*Target 5,97.708115,330.48895,*Target 6,201.5692,337.43835,*Target 7,330.48895,302.29187,*CURSOR XY ,22.0,107.0,*HEAD,NaN,0.0,
8270,*Target 0,66.658455,70.29158,*Target 1,219.992,81.934586,*Target 2,305.29153,98.341515,*Target 3,81.93461,180.008,*Target 4,297.508,200.56541,*Target 5,98.34152,329.70844,*Target 6,200.56541,337.492,*Target 7,329.70844,301.65848,*CURSOR XY ,8.0,77.0,*HEAD,NaN,0.0,
8288,*Target 0,65.993774,71.206436,*Target 1,219.992,83.06541,*Target 2,306.2064,99.006195,*Target 3,83.06543,180.008,*Target 4,297.508,199.4346,*Target 5,99.00621,328.79358,*Target 6,199.4346,337.492,*Target 7,328.79358,300.9938,*CURSOR XY ,8.0,77.0,*HEAD,NaN,0.0,
8305,*Target 0,65.414444,72.10367,*Target 1,219.93332,84.13181,*Target 2,307.10364,99.58554,*Target 3,84.13183,180.06668,*Target 4,297.56668,198.3682,*Target 5,99.58554,327.89636,*Target 6,198.36821,337.43332,*Target 7,327.89636,300.41446,*CURSOR XY ,2.0,60.0,*HEAD,NaN,0.0,
8323,*Target 0,64.854164,73.08594,*Target 1,219.80923,85.255806,*Target 2,308.0859,100.14581,*Target 3,85.25583,180.19078,*Target 4,297.69077,197.2442,*Target 5,100.14581,326.9141,*Target 6,197.24422,337.30923,*Target 7,326.9141,299.8542,*CURSOR XY ,2.0,60.0,*HEAD,NaN,0.0,
8340,*Target 0,64.376785,74.04133,*Target 1,219.63388,86.309326,*Target 2,309.0413,100.62319,*Target 3,86.30935,180.36613,*Target 4,297.86612,196.19069,*Target 5,100.6232,325.9587,*Target 6,196.19069,337.13388,*Target 7,325.9587,299.3768,*CURSOR XY ,2.0,60.0,*HEAD,NaN,0.0,
8357,*Target 0,63.95109,75.02083,*Target 1,219.40253,87.35198,*Target 2,310.02078,101.04889,*Target 3,87.352005,180.59747,*Target 4,298.09747,195.14804,*Target 5,101.0489,324.9792,*Target 6,195.14803,336.90253,*Target 7,324.9792,298.9511,*CURSOR XY ,2.0,60.0,*HEAD,NaN,0.0,
8374,*Target 0,63.578285,76.02167,*Target 1,219.11586,88.3808,*Target 2,311.02164,101.4217,*Target 3,88.38083,180.88414,*Target 4,298.38412,194.11922,*Target 5,101.4217,323.97836,*Target 6,194.11922,336.61588,*Target 7,323.97836,298.5783,*CURSOR XY ,2.0,60.0,*HEAD,NaN,0.0,
8389,*Target 0,63.29412,76.9202,*Target 1,218.81761,89.27475,*Target 2,311.92017,101.705864,*Target 3,89.27477,181.18239,*Target 4,298.68237,193.22525,*Target 5,101.70587,323.07983,*Target 
