@@@Starting_Logging: /sdcard/study/logMoMa_20180315_143827_Dwell_9_data.csv

 ###START,0,0,5
263486,CURSOR XY ,196.90622,199.43619
263504,CURSOR XY ,196.73447,199.54842
263522,CURSOR XY ,196.5858,199.47849
263540,CURSOR XY ,196.42107,199.40787
263559,CURSOR XY ,196.53636,199.24986
263577,CURSOR XY ,196.5229,199.33136
263596,CURSOR XY ,196.54137,199.88377
263615,CURSOR XY ,196.41,199.99684
263634,CURSOR XY ,196.17772,199.72667
263653,CURSOR XY ,195.83276,199.16466
263671,CURSOR XY ,195.62598,199.1682
263690,CURSOR XY ,195.5216,199.3984
263708,CURSOR XY ,195.44403,199.54968
263728,CURSOR XY ,195.3578,199.39691
263746,CURSOR XY ,195.25404,199.1754
263768,CURSOR XY ,194.94362,199.06758
263789,CURSOR XY ,194.72409,199.05975
263810,CURSOR XY ,194.48065,198.733
263829,CURSOR XY ,194.16753,198.43433
263847,CURSOR XY ,193.8413,198.28445
263867,CURSOR XY ,193.67386,198.38153
263886,CURSOR XY ,193.53784,198.79971
263904,CURSOR XY ,193.50877,199.29579
263922,CURSOR XY ,193.62181,199.46893
263940,CURSOR XY ,193.89563,199.55388
263959,CURSOR XY ,194.24109,199.77231
263978,CURSOR XY ,194.80008,200.25969
263997,CURSOR XY ,195.0964,200.49777
264016,CURSOR XY ,195.18283,200.3529
264035,CURSOR XY ,195.33879,199.9675
264054,CURSOR XY ,195.39944,200.05972
264073,CURSOR XY ,195.25525,200.62354
264092,CURSOR XY ,195.0386,201.03793
264110,CURSOR XY ,194.72609,201.10341
264128,CURSOR XY ,194.41486,200.79756
264146,CURSOR XY ,194.18954,200.70795
264165,CURSOR XY ,194.03844,200.82986
264184,CURSOR XY ,193.93118,201.12018
264203,CURSOR XY ,193.87682,201.23883
264221,CURSOR XY ,193.73721,201.24068
264240,CURSOR XY ,193.58112,201.11823
264259,CURSOR XY ,193.38863,201.23817
264278,CURSOR XY ,193.17505,201.77686
264296,CURSOR XY ,193.06467,202.3348
264314,CURSOR XY ,193.00153,202.70499
264333,CURSOR XY ,192.77443,203.18277
264351,CURSOR XY ,192.55743,203.82584
264371,CURSOR XY ,192.40097,204.78764
264390,CURSOR XY ,192.10132,205.75496
264407,CURSOR XY ,191.85648,206.59097
264426,CURSOR XY ,191.26964,207.22855
264446,CURSOR XY ,190.27994,207.93695
264463,CURSOR XY ,189.22237,208.91953
264482,CURSOR XY ,187.97958,210.11758
264501,CURSOR XY ,187.11365,210.88359
264520,CURSOR XY ,186.32878,210.97227
264538,CURSOR XY ,185.47879,210.63347
264557,CURSOR XY ,184.58092,210.78383
264576,CURSOR XY ,183.78139,210.85973
264594,CURSOR XY ,183.1978,210.99226
264612,CURSOR XY ,182.5307,210.94116
264631,CURSOR XY ,181.7119,210.8596
264649,CURSOR XY ,181.02182,211.01347
264668,CURSOR XY ,180.32242,211.46057
264687,CURSOR XY ,179.08557,212.06227
264705,CURSOR XY ,177.60825,212.49161
264723,CURSOR XY ,175.64322,213.59946
264742,CURSOR XY ,173.8135,214.93703
264761,CURSOR XY ,171.8808,216.23825
264779,CURSOR XY ,169.95715,217.6562
264797,CURSOR XY ,168.10336,218.82721
264816,CURSOR XY ,165.99284,220.02094
264835,CURSOR XY ,163.85413,221.60925
264853,CURSOR XY ,161.71172,223.31337
264870,CURSOR XY ,159.67674,224.82082
264889,CURSOR XY ,157.40378,226.04535
264907,CURSOR XY ,154.95055,227.25414
264926,CURSOR XY ,152.47974,228.62888
