
 ###START,0,0,7
6301,*Target 0,114.0802,71.66025,6301,*Target 1,176.04094,110.55446,6301,*Target 2,310.1147,62.61416,6301,*Target 3,117.941444,184.10242,6301,*Target 4,279.13443,190.23296,6301,*Target 5,72.42609,285.20566,6301,*Target 6,217.63356,331.7705,6301,*Target 7,325.55444,331.45908,*CURSOR XY ,198.07956,196.39644,*HEAD,0.18283719,-0.3901062,
6322,*Target 0,112.959946,70.55939,6322,*Target 1,175.12888,109.27579,6322,*Target 2,308.547,62.518272,6322,*Target 3,118.73859,185.4557,6322,*Target 4,279.68448,188.7618,6322,*Target 5,71.28679,286.2868,6322,*Target 6,216.33917,332.66013,6322,*Target 7,326.78363,330.48132,*CURSOR XY ,197.96071,196.94667,*HEAD,0.1994146,-0.33055115,
6343,*Target 0,111.78363,69.51867,6343,*Target 1,174.28497,107.95113,6343,*Target 2,306.97644,62.50457,6343,*Target 3,119.46382,186.84888,6343,*Target 4,280.31076,187.32146,6343,*Target 5,70.20566,287.4261,6343,*Target 6,215.0,333.48077,6343,*Target 7,327.95996,329.4406,*CURSOR XY ,197.93338,197.3424,*HEAD,0.20513657,-0.28770447,
6365,*Target 0,110.55445,68.54094,6365,*Target 1,173.51157,106.58415,6365,*Target 2,305.40732,62.57308,6365,*Target 3,120.11514,188.27806,6365,*Target 4,281.01157,185.91585,6365,*Target 5,69.18562,288.6204,6365,*Target 6,213.6197,334.2302,6365,*Target 7,329.0802,328.33975,*CURSOR XY ,197.91388,197.23451,*HEAD,0.20665163,-0.2993927,
6387,*Target 0,109.27579,67.628876,6387,*Target 1,172.81076,105.17854,6387,*Target 2,303.84393,62.723618,6387,*Target 3,120.69078,189.7394,6387,*Target 4,281.78497,184.54886,6387,*Target 5,68.2295,289.86642,6387,*Target 6,212.2021,334.90637,6387,*Target 7,330.1413,327.18176,*CURSOR XY ,197.984,197.03378,*HEAD,0.19772854,-0.32110596,
6408,*Target 0,107.95114,66.78498,6408,*Target 1,172.18448,103.73819,6408,*Target 2,302.29056,62.95577,6408,*Target 3,121.18915,191.22887,6408,*Target 4,282.62888,183.22421,6408,*Target 5,67.33988,291.16083,6408,*Target 6,210.75104,335.50742,6408,*Target 7,331.14032,325.96985,*CURSOR XY ,198.15247,196.85559,*HEAD,0.17836766,-0.34039307,
6428,*Target 0,106.584145,66.01157,6428,*Target 1,171.63445,102.267044,6428,*Target 2,300.75146,63.268898,6428,*Target 3,121.60887,192.74234,6428,*Target 4,283.54092,181.94554,6428,*Target 5,66.51924,292.5,6428,*Target 6,209.27051,336.0317,6428,*Target 7,332.07455,324.7073,*CURSOR XY ,198.45775,197.00465,*HEAD,0.14634123,-0.32426453,
6449,*Target 0,105.17855,65.31077,6449,*Target 1,171.16214,100.76912,6449,*Target 2,299.2309,63.662148,6449,*Target 3,121.948814,194.27573,6449,*Target 4,284.51868,180.71637,6449,*Target 5,65.76981,293.88028,6449,*Target 6,207.76457,336.47778,6449,*Target 7,332.94144,323.39758,*CURSOR XY ,198.73984,197.74501,*HEAD,0.12084996,-0.2441101,
6470,*Target 0,103.738205,64.68449,6470,*Target 1,170.7689,99.248535,6470,*Target 2,297.73297,64.134445,6470,*Target 3,122.20804,195.8248,6470,*Target 4,285.5594,179.54005,6470,*Target 5,65.093636,295.2979,6470,*Target 6,206.23735,336.84442,6470,*Target 7,333.7386,322.04428,*CURSOR XY ,198.81973,198.22858,*HEAD,0.115522385,-0.19177246,
6491,*Target 0,102.267044,64.134445,6491,*Target 1,170.45576,97.70944,6491,*Target 2,296.2618,64.68449,6491,*Target 3,122.38584,197.38533,6491,*Target 4,286.66025,178.4198,6491,*Target 5,64.492584,296.74896,6491,*Target 6,204.69302,337.13065,6491,*Target 7,334.4638,320.65112,*CURSOR XY ,198.91637,198.52365,*HEAD,0.10708106,-0.15983582,
