
 ###START,0,0,3
48092,*Target 0,88.32481,122.20804,48092,*Target 1,171.99258,103.25104,48092,*Target 2,300.75146,121.7311,48092,*Target 3,70.55939,220.45995,48092,*Target 4,306.45303,170.01828,48092,*Target 5,86.775734,278.05118,48092,*Target 6,173.76141,292.9557,48092,*Target 7,293.88028,280.7698,*CURSOR XY ,203.61598,199.46126,*HEAD,-0.3928181,-0.05833435,
48114,*Target 0,89.88532,122.38584,48114,*Target 1,171.4683,101.770515,48114,*Target 2,302.29056,122.044235,48114,*Target 3,69.51866,219.28363,48114,*Target 4,308.02356,170.00456,48114,*Target 5,85.242355,278.3911,48114,*Target 6,174.55856,291.60242,48114,*Target 7,292.5,281.51923,*CURSOR XY ,202.7682,199.67519,*HEAD,-0.30049363,-0.03517151,
48136,*Target 0,91.45301,122.48173,48136,*Target 1,171.02223,100.26457,48136,*Target 2,303.8439,122.27638,48136,*Target 3,68.54094,218.05446,48136,*Target 4,309.5927,170.07307,48136,*Target 5,83.72884,278.81085,48136,*Target 6,175.42543,290.29272,48136,*Target 7,291.16083,282.33987,*CURSOR XY ,201.9934,199.3003,*HEAD,-0.2177454,-0.07574463,
48158,*Target 0,93.023575,122.49543,48158,*Target 1,170.65558,98.73734,48158,*Target 2,305.40732,122.426926,48158,*Target 3,67.628876,216.77579,48158,*Target 4,311.1561,170.22362,48158,*Target 5,82.239395,279.30923,48158,*Target 6,176.35968,289.03015,48158,*Target 7,289.86642,283.2295,*CURSOR XY ,201.5538,199.07776,*HEAD,-0.17085639,-0.099853516,
48178,*Target 0,94.59269,122.426926,48178,*Target 1,170.36935,97.19304,48178,*Target 2,306.9764,122.49543,48178,*Target 3,66.78497,215.45114,48178,*Target 4,312.70944,170.45576,48178,*Target 5,80.778076,279.88486,48178,*Target 6,177.35872,287.81824,48178,*Target 7,288.6204,284.1856,*CURSOR XY ,201.33066,199.0992,*HEAD,-0.14668211,-0.09751892,
48199,*Target 0,96.15608,122.27638,48199,*Target 1,170.16434,95.63585,48199,*Target 2,308.547,122.48173,48199,*Target 3,66.01157,214.08415,48199,*Target 4,314.24854,170.76889,48199,*Target 5,79.34886,280.5362,48199,*Target 6,178.4198,286.66025,48199,*Target 7,287.4261,285.20566,*CURSOR XY ,201.23521,199.57535,*HEAD,-0.13493973,-0.04598999,
48220,*Target 0,97.70945,122.044235,48220,*Target 1,170.0411,94.07008,48220,*Target 2,310.1147,122.38584,48220,*Target 3,65.31077,212.67854,48220,*Target 4,315.76913,171.16216,48220,*Target 5,77.95571,281.2614,48220,*Target 6,179.54005,285.5594,48220,*Target 7,286.2868,286.2868,*CURSOR XY ,201.19098,200.52383,*HEAD,-0.12731567,0.05671692,
48240,*Target 0,99.24853,121.7311,48240,*Target 1,170.0,92.5,48240,*Target 2,311.6752,122.208046,48240,*Target 3,64.68448,211.23819,48240,*Target 4,317.26706,171.63445,48240,*Target 5,76.60243,282.05856,48240,*Target 6,180.71637,284.51868,48240,*Target 7,285.20566,287.4261,*CURSOR XY ,201.11166,201.59459,*HEAD,-0.11563334,0.17263794,
48259,*Target 0,100.76912,121.33785,48259,*Target 1,170.0411,90.92992,48259,*Target 2,313.22427,121.948814,48259,*Target 3,64.134445,209.76704,48259,*Target 4,318.7382,172.18448,48259,*Target 5,75.292694,282.92545,48259,*Target 6,181.94554,283.54092,48259,*Target 7,284.18564,288.6204,*CURSOR XY ,200.83046,202.3394,*HEAD,-0.08324738,0.25325012,
48279,*Target 0,102.26704,120.86556,48279,*Target 1,170.16434,89.36415,48279,*Target 2,314.75766,121.60887,48279,*Target 3,63.662148,208.26912,48279,*Target 4,320.17856,172.81078,48279,*Target 5,74.03015,283.85968,48279,*Target 6,183.22423,282.62888,48279,*Target 7,283.2295,289.86642,*CURSOR XY ,200.53134,202.96172,*HEAD,-0.049408946,0.32063293,
